,Log_Negativity,Coherent_Information,Entangling_Capability,Effective_Dimension,Expressibility,Performance
375,-1.92E-07,0,1.180345525,,257.8895306,0
376,-1.92E-07,0,1.209420629,,257.8895306,0
377,-1.92E-07,0,1.180345525,,257.8895306,0
378,-1.92E-07,0,1.180345525,,257.8895306,0
379,-1.92E-07,0,1.238495733,,257.8895306,0
380,-1.92E-07,0,1.238495733,,257.8895306,0
381,-1.92E-07,0,1.209420629,,257.8895306,0
382,-1.92E-07,0,1.209420629,,257.8895306,0
383,-1.92E-07,0,1.180345525,,257.8895306,0
384,-1.92E-07,0,1.181207833,,257.8895306,0
385,-1.92E-07,0,1.180345525,,0,0
386,-1.92E-07,0,1.238495733,,0,0
387,-1.92E-07,0,1.238495733,,0,0
388,-1.92E-07,0,1.238495733,,0,0
389,-1.92E-07,0,1.213567927,,0,0
390,-1.92E-07,0,1.213567927,,0,0
391,-1.92E-07,0,1.198395042,,117.6908662,0
392,-1.92E-07,-4.51E-17,1.196128014,,54.69263503,0
393,3.97E-08,1.04E-17,1.205768067,,14.39964551,0
394,-1.92E-07,-1.73E-18,1.196496988,3.228939594,115.0821479,0
395,3.82E-07,-7.77E-17,1.192431648,,14.55783068,0
396,3.82E-07,-2.17E-17,1.189672655,,14.32117314,0
397,3.97E-08,6.94E-18,1.202024692,,14.63685808,0
398,3.82E-07,-7.11E-17,1.19763361,3.238042612,14.0324158,0
399,-4.86E-07,-1.11E-17,1.21041401,,103.4127834,0
400,-4.86E-07,-2.08E-17,1.189783319,,53.60188667,0
401,3.97E-08,5.20E-18,1.201349514,,14.69910708,0
402,-4.86E-07,-1.73E-17,1.195028525,3.238200542,99.81040725,0
403,-9.04E-08,6.11E-17,1.197724407,,117.6908662,0
404,-9.04E-08,2.60E-18,1.183529366,,51.03980591,0
405,3.97E-08,1.13E-17,1.197259594,,15.17976214,0
406,-9.04E-08,4.34E-17,1.195672595,3.24004127,95.87724519,0
407,2.40E-07,6.66E-17,1.191057281,,17.97813808,0
408,2.40E-07,5.90E-17,1.179933967,,15.23560808,0
409,3.97E-08,2.60E-18,1.196544312,,15.6887336,0
410,2.40E-07,4.86E-17,1.202754322,3.247168553,15.0223516,0
411,-3.72E-07,0,1.204479845,,148.3983236,0
412,-3.72E-07,-1.21E-17,1.184923432,,54.43901144,0
413,3.97E-08,3.12E-17,1.197182664,,15.61378576,0
414,-3.72E-07,0,1.200001187,3.240424363,90.51674751,0
415,-9.48E-09,-6.66E-17,1.190683335,,66.56817603,0
